artist,track,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,genre
Henry Threadgill & Make A Move,Laughing Club,0.116,0.442,299240,0.552,0.017,1,0.224,-10.531,0,0.0349,109.904,3,0.352,jazz
Herbie Mann,Memphis Underground,0.626,0.779,429000,0.411,0.853,5,0.0848,-17.37,1,0.0322,113.08,4,0.94,jazz
Billie Holiday,Gloomy Sunday - Take 1,0.98,0.484,190800,0.0823,2.47e-06,7,0.159,-11.273,0,0.0364,127.089,3,0.202,jazz
Wayne Shorter,Infant Eyes - 1999 Digital Remaster,0.985,0.34,414240,0.0837,0.761,3,0.0945,-12.072,1,0.042,138.689,3,0.131,jazz
George Gershwin,Rhapsody In Blue,0.969,0.305,987267,0.184,0.781,9,0.132,-18.342,1,0.0409,70.813,4,0.0757,jazz
Snarky Puppy,Gretel - Live,0.0672,0.3,260813,0.474,0.943,9,0.0848,-8.053,1,0.0438,120.053,5,0.0833,jazz
Ornette Coleman,Lonely Woman,0.412,0.467,299507,0.316,0.000351,9,0.094,-12.072,0,0.0297,81.013,4,0.26,jazz
Kait Dunton,Prelude,0.124,0.352,225950,0.664,0.764,2,0.115,-13.291,0,0.0326,134.418,3,0.498,jazz
Wynton Kelly,Someday My Prince Will Come,0.569,0.534,186137,0.333,3.17e-06,10,0.0773,-17.066,1,0.039,114.017,4,0.246,jazz
Sonny Rollins,God Bless the Child - Remastered,0.913,0.493,447560,0.0421,0.173,2,0.0777,-18.071,1,0.0347,102.074,4,0.161,jazz
Louis Armstrong,What A Wonderful World,0.732,0.388,140333,0.327,0.00103,5,0.15,-12.522,1,0.0317,107.894,3,0.232,jazz
Skalpel,If Music Was That Easy,0.444,0.793,202470,0.449,0.917,7,0.0632,-11.815,0,0.0293,108.042,4,0.54,jazz
Keith Jarrett,Everything I Love,0.876,0.385,273973,0.31,0.942,0,0.127,-17.769,1,0.0351,105.816,4,0.38,jazz
Jamie Cullum,Devil May Care,0.458,0.71,203693,0.299,1.33e-05,8,0.0547,-12.761,1,0.0628,109.313,4,0.712,jazz
Astrud Gilberto,Agua De Beber,0.391,0.651,140240,0.308,0,4,0.0713,-17.96,0,0.0388,148.054,4,0.87,jazz
Nat King Cole,"Unforgettable (Duet with Nat ""King"" Cole) - 2000 Digital Remaster",0.807,0.286,208640,0.31,0.000128,2,0.0988,-12.368,0,0.0275,86.966,4,0.149,jazz
Charlie Parker,I Get a Kick Out of You,0.576,0.592,215027,0.449,4.45e-05,5,0.157,-8.463,0,0.0374,120.245,4,0.761,jazz
The Thad Jones - Mel Lewis Orchestra,Groove Merchant,0.481,0.411,502227,0.34,0.208,1,0.887,-16.81,1,0.0569,80.667,4,0.373,jazz
Marie Michèle Desrosiers,Vous qui passez sans me voir,0.828,0.524,175347,0.406,9.32e-06,5,0.123,-8.714,1,0.0347,117.906,3,0.412,jazz
McCoy Tyner Trio,Blues Stride,0.977,0.553,215693,0.246,0.855,5,0.104,-14.47,1,0.0557,126.306,4,0.481,jazz
Horace Silver,Song For My Father (Rudy Van Gelder Edition) [1999 - Remastered],0.794,0.742,438280,0.671,0.00441,5,0.122,-8.142,0,0.0407,127.359,4,0.574,jazz
Kamasi Washington,Miss Understanding,0.0777,0.396,526050,0.756,0.84,5,0.0388,-7.522,0,0.114,109.689,4,0.57,jazz
Joe Williams,I'm Beginning To See The Light,0.853,0.744,188133,0.158,0,9,0.173,-17.615,0,0.0744,119.739,4,0.696,jazz
Snarky Puppy,What About Me?,0.0278,0.393,403365,0.912,0.872,11,0.906,-8.285,0,0.117,129.86,4,0.533,jazz
Koop,Summer Sun,0.388,0.622,227373,0.616,0.0014,5,0.0936,-7.356,0,0.0288,114.925,4,0.578,jazz
Miles Davis,'Round Midnight,0.79,0.495,355333,0.182,0.000368,10,0.129,-11.116,0,0.0467,112.89,4,0.205,jazz
Keith Jarrett,Interlude No. 3,0.993,0.511,77533,0.00211,0.982,3,0.113,-24.812,0,0.195,107.949,5,0.145,jazz
Frank Sinatra,Come Fly With Me - 1998 Digital Remaster,0.845,0.574,199093,0.338,0,6,0.165,-11.376,1,0.042,67.008,4,0.47,jazz
Gerry Mulligan,My Funny Valentine,0.972,0.329,246067,0.0317,0.939,5,0.147,-21.514,0,0.0441,75.844,4,0.285,jazz
Wayne Shorter,Footprints,0.823,0.515,451733,0.339,0.317,7,0.109,-16.457,0,0.0283,135.694,3,0.512,jazz
Art Ensemble Of Chicago,Barnyard Scuffle Shuffle,0.501,0.426,312893,0.801,0.0681,10,0.221,-11.076,1,0.068,79.093,4,0.293,jazz
Kurt Elling,Moonlight Serenade,0.856,0.371,262027,0.0884,0,3,0.101,-18.251,1,0.0376,87.441,4,0.16,jazz
Chet Baker,That Old Feeling,0.633,0.643,183893,0.175,4.24e-05,5,0.143,-16.813,0,0.0391,78.031,4,0.642,jazz
Bud Powell,Polka Dots And Moonbeams - 1998 Digital Remaster,0.955,0.552,244467,0.171,0.877,2,0.122,-13.66,0,0.0544,102.4,4,0.139,jazz
Lennie Tristano,Requiem,0.994,0.447,292493,0.439,0.923,7,0.127,-11.853,0,0.0908,83.382,3,0.223,jazz
Herbie Hancock,Cantaloupe Island,0.39,0.485,330093,0.551,0,0,0.0814,-11.115,0,0.0283,116.162,4,0.457,jazz
Cal Tjader,Black Orchid,0.955,0.697,193267,0.147,0.845,1,0.112,-18.481,1,0.0476,123.708,4,0.416,jazz
Barbara Dennerlein,Give It Up,0.181,0.702,389467,0.811,0.129,10,0.367,-7.432,0,0.0699,130.215,4,0.818,jazz
Ambrose Akinmusire,Vartha,0.88,0.305,466000,0.502,0.954,11,0.11,-9.171,0,0.0288,96.105,4,0.28,jazz
Sidney Bechet,Si tu vois ma mère,0.821,0.466,195733,0.441,0.901,3,0.58,-10.881,1,0.0415,79.819,4,0.597,jazz
Art Tatum,I Cover The Waterfront - Digitally Remastered 97,0.993,0.491,152267,0.126,0.916,7,0.127,-22.607,1,0.0371,108.924,4,0.345,jazz
McCoy Tyner,When Sunny Gets Blue,0.846,0.569,282320,0.117,0.852,5,0.0978,-22.741,1,0.0446,60.483,4,0.102,jazz
Dizzy Gillespie,Groovin' High,0.986,0.691,163907,0.187,0.935,8,0.162,-13.79,1,0.0507,95.035,4,0.708,jazz
Christian Scott,The Uprising,0.199,0.347,346213,0.509,0.91,7,0.0812,-10.88,1,0.0435,164.117,4,0.12,jazz
Maroon 5,Maps,0.0205,0.742,189973,0.713,0,1,0.059,-5.522,0,0.0303,120.032,4,0.871,pop
ScHoolboy Q,Studio,0.0582,0.719,278067,0.597,0,8,0.0604,-7.694,0,0.0419,133.899,3,0.577,pop
Disclosure,Latch,0.0114,0.51,256940,0.732,0.000557,1,0.0791,-6.507,1,0.146,121.842,4,0.514,pop
FKA twigs,Two Weeks,0.0625,0.48,247547,0.717,0.000685,0,0.0814,-6.663,1,0.23,109.756,4,0.339,pop
G.R.L.,Ugly Heart,0.019,0.65,198307,0.786,0,9,0.323,-5.488,1,0.0463,124.96,4,0.447,pop
Becky G,Shower,0.0317,0.699,206167,0.529,3.59e-05,2,0.285,-7.548,1,0.0487,119.987,4,0.128,pop
Kiesza,Giant In My Heart,0.25,0.817,269120,0.588,0.00352,4,0.584,-6.849,1,0.147,122.957,4,0.418,pop
Lorde,Royals,0.106,0.616,190185,0.432,0,7,0.132,-9.546,1,0.133,84.778,4,0.313,pop
Aloe Blacc,The Man,0.0346,0.526,254880,0.772,0,11,0.214,-7.229,0,0.0479,85.876,4,0.511,pop
Colbie Caillat,Try,0.791,0.607,224573,0.367,0,1,0.106,-9.758,1,0.0288,139.959,4,0.541,pop
Charli XCX,Break The Rules,0.0305,0.676,203908,0.926,0.000658,0,0.0771,-2.244,0,0.0425,124.019,4,0.82,pop
David Guetta,Titanium (feat. Sia) [Extended],0.00938,0.733,312500,0.558,0.421,0,0.0655,-5.129,0,0.179,126.001,4,0.467,pop
Coldplay,A Sky Full of Stars,0.00622,0.545,267867,0.675,0.00197,6,0.214,-6.468,1,0.0279,124.973,4,0.167,pop
LMFAO,Party Rock Anthem,0.0257,0.751,262147,0.733,0,5,0.224,-4.129,0,0.134,130.015,4,0.333,pop
Demi Lovato,Really Don't Care,0.0953,0.704,201600,0.732,0,7,0.127,-3.553,1,0.0752,120.995,4,0.791,pop
Tove Lo,Habits (Stay High),0.0557,0.691,208000,0.712,2.73e-05,5,0.0896,-3.421,1,0.0327,110.007,4,0.417,pop
Ella Henderson,Ghost,0.0464,0.682,216107,0.836,3.13e-06,9,0.0797,-3.777,1,0.0425,104.987,4,0.486,pop
David Guetta,Dangerous (feat. Sam Martin),0.417,0.466,203641,0.747,9.76e-06,4,0.107,-4.838,0,0.0795,92.161,4,0.43,pop
Ed Sheeran,Don't,0.0113,0.806,219840,0.608,0,1,0.635,-7.008,1,0.0659,95.049,4,0.859,pop
Christina Perri,human,0.132,0.439,250707,0.489,0.000643,8,0.114,-6.286,1,0.0368,143.808,4,0.247,pop
Iggy Azalea,Work,0.0587,0.67,250627,0.823,0,7,0.402,-5.039,1,0.128,139.894,4,0.441,pop
Calvin Harris,Blame,0.0282,0.412,214427,0.859,0.00715,0,0.404,-4.095,0,0.0852,127.934,4,0.377,pop
T.I.,No Mediocre,0.114,0.767,201600,0.454,0,1,0.0813,-9.574,1,0.0475,95.479,4,0.199,pop
Lady Gaga,Applause,0.023,0.673,212333,0.787,1.61e-06,7,0.137,-4.278,0,0.0533,139.908,4,0.708,pop
Paramore,Ain't It Fun,0.154,0.61,296520,0.893,4.41e-05,9,0.021,-3.681,1,0.0921,104.031,4,0.666,pop
Ellie Goulding,Burn,0.296,0.516,231212,0.772,0,10,0.101,-5.031,0,0.0476,87.038,4,0.319,pop
Jason Derulo,Trumpets,0.555,0.635,217419,0.691,0,0,0.097,-4.862,1,0.258,82.142,4,0.63,pop
Macklemore & Ryan Lewis,Can't Hold Us - feat. Ray Dalton,0.0291,0.641,258343,0.922,0,2,0.0862,-4.457,1,0.0786,146.078,4,0.85,pop
Demi Lovato,Let It Go - Single Version,0.0162,0.501,224387,0.616,0,7,0.508,-6.438,1,0.0363,139.814,4,0.216,pop
Gwen Stefani,Baby Don't Lie,0.0118,0.688,202533,0.551,0.226,10,0.102,-5.49,0,0.0315,99.964,4,0.27,pop
Rihanna,Diamonds,0.00146,0.541,225200,0.684,0,11,0.136,-5.957,0,0.0513,91.954,4,0.399,pop
Kiesza,Hideaway,0.102,0.861,251960,0.608,0.012,7,0.0671,-6.976,0,0.0504,122.959,4,0.19,pop
Trey Songz,Na Na,0.328,0.67,231907,0.476,0,9,0.104,-6.253,0,0.0406,96.975,4,0.226,pop
Ariana Grande,Problem,0.0176,0.604,193893,0.805,9.85e-06,1,0.133,-5.363,0,0.245,102.75,4,0.601,pop
Pitbull,Timber,0.0295,0.581,204160,0.963,0,11,0.139,-4.087,1,0.0981,129.992,4,0.792,pop
OneRepublic,I Lived,0.0728,0.596,234547,0.85,0,9,0.26,-5.402,1,0.0452,119.985,4,0.358,pop
Ed Sheeran,Sing,0.304,0.818,235382,0.67,1.22e-06,8,0.0601,-4.451,0,0.0472,119.988,4,0.939,pop
Iggy Azalea,Black Widow,0.2,0.739,209423,0.724,0.000257,3,0.109,-3.761,0,0.168,164.006,4,0.527,pop
Katy Perry,Roar,0.00778,0.667,222667,0.791,1.19e-05,7,0.415,-4.329,0,0.0319,89.956,4,0.413,pop
David Guetta,Lovers on the Sun (feat. Sam Martin),0.0932,0.645,203520,0.891,3.88e-06,6,0.379,-2.505,0,0.0387,124.915,4,0.564,pop
Maroon 5,Animals,0.000189,0.459,231013,0.741,0,4,0.481,-6.43,0,0.0495,189.879,4,0.33,pop
Pharrell Williams,Come Get It Bae,0.266,0.934,201933,0.798,4.54e-05,0,0.0962,-5.665,1,0.0849,120.162,4,0.89,pop
Sam Smith,Stay With Me,0.573,0.42,172724,0.435,0.000113,0,0.11,-6.437,1,0.0396,84.088,4,0.162,pop
Nicki Minaj,Anaconda,0.0562,0.937,260827,0.649,6.35e-05,9,0.187,-5.426,1,0.149,130.001,4,0.776,pop
Austin Mahone,Mmm Yeah,0.00217,0.726,231627,0.938,1.89e-06,6,0.286,-2.52,0,0.0419,126.024,4,0.979,pop
Lorde,Team,0.151,0.696,193059,0.59,0,6,0.247,-7.428,1,0.0904,99.984,4,0.452,pop
Jessie J,Bang Bang,0.283,0.703,199320,0.747,0,0,0.396,-4.446,0,0.0895,149.974,4,0.687,pop
Kendrick Lamar,i,0.0283,0.757,232067,0.886,5e-06,1,0.245,-5.343,1,0.0634,121.961,4,0.902,pop
Jeremih,Don't Tell 'Em,0.527,0.859,268453,0.538,1.14e-06,2,0.137,-5.207,1,0.0699,98.031,4,0.344,pop
Justin Timberlake,Not a Bad Thing,0.271,0.594,266294,0.729,0,2,0.383,-5.774,1,0.0626,86.032,4,0.485,pop
Bruno Mars,When I Was Your Man,0.932,0.612,213827,0.28,0,0,0.088,-8.648,1,0.0434,72.795,4,0.4,pop
Jason Derulo,Wiggle (feat. Snoop Dogg),0.0802,0.697,193296,0.621,0,9,0.162,-6.886,0,0.25,81.946,4,0.696,pop
Adele,Rolling In The Deep,0.13,0.727,228141,0.76,0,8,0.0584,-5.114,1,0.0297,104.941,4,0.517,pop
Coldplay,Magic,0.0262,0.738,285014,0.483,0.616,6,0.106,-8.915,0,0.0403,93.458,4,0.358,pop
Drake,"Hold On, We're Going Home",0.00349,0.772,227880,0.407,2.4e-05,6,0.0705,-7.442,0,0.0907,100.006,4,0.287,pop
Lana Del Rey,West Coast,0.179,0.351,256760,0.58,0.0356,6,0.0973,-7.66,0,0.0424,91.39,1,0.463,pop
One Direction,Steal My Girl,0.00337,0.47,227120,0.756,0,10,0.145,-5.96,0,0.0383,77.1,4,0.517,pop
Echosmith,Cool Kids,0.0372,0.719,237627,0.671,8.21e-06,8,0.12,-6.279,1,0.0336,130.027,4,0.794,pop
Meghan Trainor,All About That Bass,0.0476,0.811,188754,0.879,1.91e-06,9,0.109,-3.724,1,0.0514,134.064,4,0.962,pop
Beyoncé,XO,0.171,0.47,215947,0.792,1.28e-06,0,0.313,-8.932,1,0.26,170.085,4,0.219,pop
Drake,0 To 100 / The Catch Up,0.762,0.617,275227,0.699,0,11,0.301,-4.051,0,0.385,179.496,4,0.531,pop
Sam Smith,I'm Not The Only One,0.562,0.515,239317,0.494,1.82e-05,5,0.0771,-5.78,1,0.0416,81.329,4,0.48,pop
DJ Khaled,Hold You Down,0.208,0.507,293253,0.664,0,6,0.165,-4.763,0,0.0669,151.873,3,0.443,pop
John Legend,All of Me,0.922,0.422,269560,0.264,0,8,0.132,-7.064,1,0.0322,119.93,4,0.331,pop
Ariana Grande,Love Me Harder,0.00937,0.472,236133,0.714,0,1,0.0764,-4.389,0,0.0334,98.992,4,0.235,pop
OneRepublic,Counting Stars,0.0649,0.663,257840,0.714,0,1,0.116,-4.944,0,0.038,121.99,4,0.471,pop
Jason Mraz,I Won't Give Up,0.694,0.585,240166,0.303,0,4,0.115,-10.058,1,0.0398,136.703,3,0.144,pop
Lana Del Rey,Summertime Sadness,0.055,0.561,264773,0.647,1.02e-06,1,0.119,-6.807,0,0.0341,111.926,4,0.261,pop
Coldplay,The Scientist,0.727,0.56,309600,0.442,1.71e-05,5,0.11,-7.224,1,0.0243,146.448,4,0.21,pop
Meghan Trainor,Lips Are Movin,0.0506,0.775,182667,0.825,1.03e-06,7,0.111,-5.402,1,0.0464,139.091,4,0.945,pop
Rixton,Me And My Broken Heart,0.00642,0.544,193827,0.773,0,5,0.198,-4.318,0,0.0351,174.068,4,0.506,pop
5 Seconds of Summer,Good Girls,0.0131,0.531,206424,0.915,0,4,0.119,-5.215,1,0.0828,141.06,4,0.566,pop
Nick Jonas,Jealous,0.00906,0.699,222227,0.708,0,11,0.487,-3.835,0,0.108,93.023,4,0.381,pop
Jessie Ware,Say You Love Me,0.123,0.456,257484,0.415,2.53e-05,7,0.197,-8.919,1,0.048,174.043,3,0.259,pop
The Cranberries,Zombie,0.0174,0.302,308741,0.704,0.00166,7,0.36,-6.851,1,0.0384,166.66,4,0.29,pop
Macklemore & Ryan Lewis,Thrift Shop - feat. Wanz,0.0619,0.781,235613,0.526,0,6,0.0457,-6.985,0,0.293,94.992,4,0.661,pop
Carly Rae Jepsen,Call Me Maybe,0.0109,0.781,193467,0.599,1.12e-06,7,0.109,-6.501,1,0.0436,120.053,4,0.59,pop
Icona Pop,I Love It (feat. Charli XCX) - Original Version,0.00855,0.714,155337,0.905,2.55e-05,8,0.146,-2.663,1,0.0289,125.927,4,0.824,pop
Lenny Kravitz,The Chamber,9.49e-05,0.661,297321,0.925,0.014,7,0.0713,-6.396,1,0.0327,117.524,4,0.909,pop
Katy Perry,This Is How We Do,0.0236,0.686,204285,0.635,0,9,0.0819,-6.062,0,0.045,95.998,4,0.782,pop
The Black Eyed Peas,I Gotta Feeling - Printz Board vs [[[zuper blahq]]],0.0101,0.92,304480,0.641,0.168,11,0.673,-4.415,0,0.176,127.994,4,0.457,pop
Ed Sheeran,Thinking Out Loud,0.474,0.781,281560,0.445,0,2,0.184,-6.061,1,0.0295,78.998,4,0.584,pop
Iggy Azalea,Fancy,0.091,0.911,199938,0.713,0,8,0.049,-4.141,1,0.0683,94.977,4,0.37,pop
Justin Timberlake,Mirrors,0.234,0.574,484147,0.512,0,5,0.0946,-6.664,0,0.0503,76.899,4,0.51,pop
Ariana Grande,Break Free,0.0064,0.687,214840,0.702,4.35e-05,7,0.204,-5.324,0,0.0455,129.956,4,0.254,pop
Hilary Duff,All About You,0.00506,0.544,162053,0.874,0.000229,1,0.0782,-5.108,1,0.0552,158.128,4,0.635,pop
Wiz Khalifa,We Dem Boyz,0.00689,0.717,224933,0.862,0,8,0.321,-4.736,1,0.054,130.021,4,0.512,pop
Jennifer Lopez,Booty,0.00332,0.682,203280,0.951,6.1e-05,0,0.149,-4.624,1,0.05,128.951,4,0.497,pop
Miley Cyrus,We Can't Stop,0.00882,0.613,231240,0.622,0,1,0.37,-5.794,0,0.0334,80.003,4,0.472,pop
Katy Perry,Dark Horse,0.00448,0.637,215672,0.591,0,6,0.144,-6.166,1,0.0507,131.968,4,0.344,pop
Calvin Harris,We Found Love,0.0234,0.738,215520,0.776,0.0018,1,0.0775,-4.808,1,0.0392,127.984,4,0.628,pop
Foster The People,Pumped Up Kicks,0.145,0.733,239600,0.71,0.115,5,0.0956,-5.849,0,0.0292,127.975,4,0.963,pop
John Newman,Love Me Again,0.00407,0.497,239894,0.884,0.000326,2,0.0968,-4.717,0,0.0436,126.023,4,0.216,pop
Paramore,Still Into You,0.0098,0.602,216013,0.923,0,5,0.0561,-3.763,1,0.044,136.01,4,0.74,pop
Ingrid Michaelson,Girls Chase Boys,0.031,0.473,221413,0.82,1.55e-05,8,0.0414,-5.702,1,0.0408,84.893,4,0.678,pop
Yelawolf,Till It's Gone,0.408,0.753,277427,0.616,0.0348,4,0.108,-9.681,0,0.0583,128.988,4,0.323,pop
Charli XCX,Boom Clap,0.154,0.659,169866,0.911,0.000304,4,0.191,-2.28,1,0.0786,91.999,4,0.598,pop
5 Seconds of Summer,Amnesia,0.0283,0.572,237248,0.499,0,2,0.213,-5.237,1,0.0311,101.593,4,0.121,pop
Miley Cyrus,Wrecking Ball,0.407,0.53,221360,0.422,0,5,0.107,-6.262,1,0.0342,119.964,4,0.334,pop
Banks,Beggin For Thread,0.000763,0.602,249740,0.714,0.107,5,0.257,-6.185,0,0.0277,107.989,4,0.412,pop
TOY,Motoring,0.000169,0.389,273907,0.929,0.776,9,0.148,-5.636,1,0.0444,157.101,4,0.569,psych-rock
White Hills,Forever in Space (Enlightened),0.000202,0.0832,474185,0.995,0.873,6,0.448,-1.939,0,0.113,169.86,4,0.0602,psych-rock
The Black Angels,Black Isn't Black,0.161,0.431,260507,0.301,0.466,2,0.0838,-12.065,1,0.0293,105.351,4,0.11,psych-rock
The Seeds,Can't Seem To Make You Mine,0.148,0.699,185481,0.384,0,7,0.121,-13.691,1,0.044,109.573,4,0.589,psych-rock
Tame Impala,Sun's Coming Up,0.956,0.286,320293,0.806,0.0764,7,0.615,-7.056,0,0.0937,123.858,3,0.296,psych-rock
Temples,Colours To Life,7.48e-05,0.396,316112,0.705,0.623,10,0.107,-6.67,0,0.0321,133.898,4,0.373,psych-rock
Jimi Hendrix,Purple Haze,0.00627,0.529,171427,0.898,0.728,2,0.0668,-5.249,1,0.0786,108.599,4,0.447,psych-rock
Dead Meadow,Six to Let the Light Shine Thru,0.000813,0.251,365307,0.689,0.418,2,0.116,-7.367,0,0.0394,104.618,4,0.526,psych-rock
Black Mountain,The Hair Song,7.55e-05,0.207,234667,0.879,0.00926,6,0.287,-4.609,1,0.0427,161.978,3,0.743,psych-rock
Kaleidoscope,Egyptian Garden,0.269,0.42,183227,0.687,2.15e-05,7,0.168,-11.479,1,0.0374,138.529,4,0.789,psych-rock
Pink Floyd,Breathe (In The Air) [2011 Remastered Version],0.391,0.431,169535,0.375,0.721,11,0.143,-15.142,0,0.0347,128.153,4,0.266,psych-rock
Jacco Gardner,Clear the Air,0.00434,0.601,219190,0.861,0.171,4,0.0621,-4.772,1,0.0332,119.998,4,0.5,psych-rock
White Fence,She Relief,0.00223,0.362,172120,0.675,0.275,9,0.451,-5.985,0,0.0348,147.124,4,0.399,psych-rock
The Black Angels,Twisted Light,0.00114,0.414,201160,0.934,0.00389,9,0.215,-5.889,1,0.11,139.377,4,0.297,psych-rock
Unknown Mortal Orchestra,Monki,0.269,0.663,438907,0.316,0.53,9,0.106,-14.903,0,0.0462,166.906,4,0.413,psych-rock
Kaleidoscope,The Sky Children,0.214,0.579,478973,0.623,0,0,0.0693,-9.019,1,0.0272,108.436,4,0.463,psych-rock
Tame Impala,Music To Walk Home By,0.00991,0.394,312213,0.905,0.0739,7,0.0636,-4.148,1,0.0564,101.121,4,0.438,psych-rock
Dead Meadow,Indian Bones,0.12,0.183,399853,0.676,0.832,9,0.103,-4.16,1,0.0333,137.44,4,0.249,psych-rock
The Black Angels,Vikings,0.00329,0.464,278027,0.366,0.651,11,0.23,-11.009,1,0.0279,112.003,4,0.336,psych-rock
Goat,Disco Fever,0.0012,0.522,264053,0.965,0.87,11,0.347,-2.795,0,0.0733,104.667,4,0.638,psych-rock
Jefferson Airplane,Today,0.695,0.51,177547,0.31,0,2,0.128,-13.647,0,0.0291,90.074,4,0.282,psych-rock
The Zombies,Time Of The Season (Mono Version),0.142,0.537,214027,0.7,1.58e-06,4,0.383,-6.852,0,0.0366,117.111,4,0.689,psych-rock
Unknown Mortal Orchestra,The Opposite of Afternoon,0.779,0.529,325493,0.574,0.188,3,0.205,-9.175,1,0.334,118.469,4,0.588,psych-rock
Jimi Hendrix,Little Wing,0.134,0.473,145560,0.534,0.00326,6,0.0521,-7.055,1,0.0498,143.014,4,0.406,psych-rock
Moon Duo,Sleepwalker,0.000229,0.405,295787,0.961,0.011,2,0.113,-3.562,1,0.0562,137.045,4,0.344,psych-rock
The Black Angels,Doves,0.000318,0.368,269133,0.812,0.525,2,0.115,-7.12,1,0.045,138.819,4,0.302,psych-rock
The Brian Jonestown Massacre,Prozac Vs Heroin,0.000348,0.498,239053,0.799,0.945,2,0.0601,-8.648,1,0.0357,87.873,4,0.389,psych-rock
MGMT,Time to Pretend,8.74e-05,0.438,261000,0.94,0.0777,2,0.3,-3.249,1,0.0452,100.99,3,0.395,psych-rock
Jimi Hendrix,All Along The Watchtower,0.00287,0.433,239667,0.787,2.97e-05,8,0.0883,-6.747,1,0.0581,113.363,4,0.58,psych-rock
The 13th Floor Elevators,She Lives (In A Time Of Her Own) - Original,0.461,0.439,176250,0.586,0,2,0.456,-11.368,0,0.0375,76.427,4,0.638,psych-rock
Dead Meadow,What Needs Must Be,0.0101,0.398,256960,0.601,0.0241,4,0.116,-6.525,1,0.0266,77.913,4,0.675,psych-rock
Donovan,Hurdy Gurdy Man,0.00379,0.405,193467,0.463,0.0442,0,0.392,-16.167,1,0.0542,79.451,4,0.526,psych-rock
The Brian Jonestown Massacre,Straight Up And Down,0.0388,0.264,270227,0.82,0.869,7,0.144,-5.555,1,0.0484,92.067,4,0.264,psych-rock
Christian Bland and the Revelators,Black Crayon,0.195,0.421,185464,0.79,0.867,7,0.151,-3.458,1,0.0347,101.884,4,0.408,psych-rock
Loop,Vapour (Remastered),4.86e-06,0.202,368373,0.989,0.844,2,0.0697,-5.714,1,0.133,128.776,4,0.377,psych-rock
Tame Impala,Elephant,0.557,0.597,211227,0.575,0.342,2,0.254,-6.665,1,0.04,122.959,4,0.606,psych-rock
Jefferson Airplane,Somebody to Love,0.322,0.498,178147,0.647,0,4,0.361,-9.058,1,0.036,130.056,4,0.582,psych-rock
Pond,Sorry I Was Under The Sky,0.022,0.312,166547,0.679,0.00186,4,0.108,-5.005,0,0.0332,83.943,4,0.537,psych-rock
The Zombies,This Will Be Our Year,0.626,0.535,127733,0.424,0,9,0.191,-7.491,1,0.0314,97.506,4,0.548,psych-rock
Jacco Gardner,The One Eyed King,0.171,0.526,144657,0.521,0.00192,1,0.498,-7.496,0,0.0265,85.05,4,0.267,psych-rock
The 13th Floor Elevators,You Don't Know - Original,0.754,0.328,178500,0.567,0.00123,4,0.122,-9.826,0,0.0381,121.104,4,0.661,psych-rock
The Brian Jonestown Massacre,Panic In Babylon,0.000686,0.465,278827,0.883,0.842,11,0.583,-5.419,1,0.0504,128.216,4,0.282,psych-rock
MGMT,Kids,0.00076,0.451,302840,0.931,0.0049,9,0.361,-3.871,1,0.0719,122.961,4,0.182,psych-rock
Goat,Diarabi,0.000226,0.216,176120,0.699,0.852,2,0.243,-4.084,1,0.0467,67.73,4,0.234,psych-rock
Pond,Eye Pattern Blindness,0.135,0.239,356520,0.664,0.361,11,0.0831,-5.416,0,0.0509,159.922,4,0.352,psych-rock
ACID MOTHERS TEMPLE,Chakra 24,0.064,0.3,246960,0.294,0.731,9,0.126,-14.309,1,0.033,118.96,4,0.182,psych-rock
Temples,Move With The Season,0.00341,0.32,310889,0.769,0.00682,5,0.168,-4.467,1,0.0386,81.975,4,0.336,psych-rock
Dead Meadow,Rocky Mountain High,0.182,0.202,274347,0.723,0.918,9,0.0828,-7.082,1,0.032,142.462,4,0.278,psych-rock
The 13th Floor Elevators,Kingdom Of Heaven - Original,0.0164,0.286,190380,0.413,0.889,4,0.122,-11.779,1,0.0542,83.848,3,0.312,psych-rock
Psychic Ills,Mind Daze,0.701,0.584,218947,0.544,0.923,9,0.11,-7.273,0,0.029,110.598,4,0.842,psych-rock
Melody's Echo Chamber,I Follow You,0.0174,0.41,215587,0.78,0.408,9,0.233,-4.941,0,0.0327,100.452,4,0.71,psych-rock
The Growlers,Sea Lion Goth Blues,0.484,0.331,149947,0.849,0.0389,9,0.0849,-5.658,1,0.0378,148.676,4,0.745,psych-rock
Pond,Moth Wings,0.000331,0.186,201307,0.944,0.000215,9,0.69,-3.947,1,0.144,160.184,4,0.487,psych-rock
Pink Floyd,The Great Gig In The Sky - 2011 Remastered Version,0.768,0.275,283872,0.216,0.897,5,0.0832,-13.818,1,0.0345,116.388,4,0.176,psych-rock
Jimi Hendrix,Foxey Lady,0.0613,0.494,198293,0.838,0.26,4,0.405,-6.028,1,0.0387,98.019,4,0.568,psych-rock
Night Beats,High Noon Blues,0.722,0.365,211573,0.685,0.0457,0,0.389,-6.641,1,0.0366,95.833,4,0.434,psych-rock
Tame Impala,Nothing That Has Happened So Far Has Been Anything We Could Control,0.0444,0.348,361320,0.864,0.483,3,0.0868,-3.564,1,0.0421,99.851,4,0.339,psych-rock
